scene,scan,name,path_rgb,path_depth,path_mask
scene_00000,scan_00007,00000_00007_indoors_270_050,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_270_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_270_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_270_050_depth_mask.npy
scene_00000,scan_00007,00000_00007_indoors_280_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_280_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_280_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_280_020_depth_mask.npy
scene_00000,scan_00007,00000_00007_indoors_290_010,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_290_010.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_290_010_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_290_010_depth_mask.npy
scene_00000,scan_00007,00000_00007_indoors_290_010_FCS,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_290_010_FCS.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_290_010_depth_FCS.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_290_010_depth_mask_FCS.npy
scene_00000,scan_00007,00000_00007_indoors_290_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_290_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_290_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_290_020_depth_mask.npy
scene_00000,scan_00007,00000_00007_indoors_300_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_300_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_300_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_300_020_depth_mask.npy
scene_00000,scan_00007,00000_00007_indoors_310_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_310_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_310_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_310_020_depth_mask.npy
scene_00000,scan_00007,00000_00007_indoors_310_020_CG,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_310_020_CG.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_310_020_depth_CG.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_310_020_depth_mask_CG.npy
scene_00000,scan_00007,00000_00007_indoors_310_030,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_310_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_310_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_310_030_depth_mask.npy
scene_00000,scan_00007,00000_00007_indoors_310_040,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_310_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_310_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_310_040_depth_mask.npy
scene_00000,scan_00007,00000_00007_indoors_330_000,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_330_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_330_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_330_000_depth_mask.npy
scene_00000,scan_00007,00000_00007_indoors_330_000_FG,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_330_000_FG.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_330_000_depth_FG.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_330_000_depth_mask_FG.npy
scene_00000,scan_00007,00000_00007_indoors_330_020,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_330_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_330_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_330_020_depth_mask.npy
scene_00000,scan_00007,00000_00007_indoors_340_030,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_340_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_340_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_340_030_depth_mask.npy
scene_00000,scan_00007,00000_00007_indoors_350_010,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_350_010.png,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_350_010_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00000/scan_00007/00000_00007_indoors_350_010_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_010_050,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_010_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_010_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_010_050_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_010_050_FCS,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_010_050_FCS.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_010_050_depth_FCS.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_010_050_depth_mask_FCS.npy
scene_00001,scan_00009,00001_00009_indoors_050_010,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_050_010.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_050_010_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_050_010_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_050_040,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_050_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_050_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_050_040_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_060_010,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_060_010.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_060_010_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_060_010_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_060_010_C,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_060_010_C.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_060_010_depth_C.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_060_010_depth_mask_C.npy
scene_00001,scan_00009,00001_00009_indoors_060_050,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_060_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_060_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_060_050_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_070_000,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_070_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_070_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_070_000_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_070_000_FG,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_070_000_FG.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_070_000_depth_FG.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_070_000_depth_mask_FG.npy
scene_00001,scan_00009,00001_00009_indoors_070_030,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_070_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_070_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_070_030_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_080_030,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_080_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_080_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_080_030_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_080_040,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_080_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_080_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_080_040_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_090_040,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_090_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_090_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_090_040_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_090_040_FCGS,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_090_040_FCGS.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_090_040_depth_FCGS.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_090_040_depth_mask_FCGS.npy
scene_00001,scan_00009,00001_00009_indoors_090_050,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_090_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_090_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_090_050_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_100_010,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_100_010.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_100_010_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_100_010_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_110_050,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_110_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_110_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_110_050_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_110_050_FGS,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_110_050_FGS.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_110_050_depth_FGS.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_110_050_depth_mask_FGS.npy
scene_00001,scan_00009,00001_00009_indoors_120_030,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_120_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_120_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_120_030_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_160_040,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_160_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_160_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_160_040_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_170_000,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_170_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_170_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_170_000_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_170_000_C,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_170_000_C.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_170_000_depth_C.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_170_000_depth_mask_C.npy
scene_00001,scan_00009,00001_00009_indoors_200_030,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_200_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_200_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_200_030_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_200_050,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_200_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_200_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_200_050_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_230_000,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_230_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_230_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_230_000_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_230_000_CG,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_230_000_CG.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_230_000_depth_CG.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_230_000_depth_mask_CG.npy
scene_00001,scan_00009,00001_00009_indoors_240_010,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_240_010.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_240_010_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_240_010_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_060_030,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_060_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_060_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_060_030_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_190_030,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_190_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_190_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_190_030_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_320_050,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_320_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_320_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_320_050_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_240_040,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_240_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_240_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_240_040_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_250_000,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_250_000.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_250_000_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_250_000_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_250_000_FS,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_250_000_FS.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_250_000_depth_FS.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_250_000_depth_mask_FS.npy
scene_00001,scan_00009,00001_00009_indoors_250_050,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_250_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_250_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_250_050_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_260_050,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_260_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_260_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_260_050_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_270_040,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_270_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_270_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_270_040_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_270_040_FCGS,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_270_040_FCGS.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_270_040_depth_FCGS.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_270_040_depth_mask_FCGS.npy
scene_00001,scan_00009,00001_00009_indoors_280_050,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_280_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_280_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_280_050_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_290_040,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_290_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_290_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_290_040_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_300_040,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_300_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_300_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_300_040_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_320_050_S,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_320_050_S.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_320_050_depth_S.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_320_050_depth_mask_S.npy
scene_00001,scan_00009,00001_00009_indoors_340_040,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_340_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_340_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_340_040_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_350_030,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_350_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_350_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_350_030_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_350_040,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_350_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_350_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_350_040_depth_mask.npy
scene_00001,scan_00009,00001_00009_indoors_350_040_FCGS,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_350_040_FCGS.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_350_040_depth_FCGS.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_350_040_depth_mask_FCGS.npy
scene_00001,scan_00009,00001_00009_indoors_350_050,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_350_050.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_350_050_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00009/00001_00009_indoors_350_050_depth_mask.npy
scene_00001,scan_00010,00001_00010_indoors_000_020,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_000_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_000_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_000_020_depth_mask.npy
scene_00001,scan_00010,00001_00010_indoors_030_020,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_030_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_030_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_030_020_depth_mask.npy
scene_00001,scan_00010,00001_00010_indoors_030_020_CG,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_030_020_CG.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_030_020_depth_CG.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_030_020_depth_mask_CG.npy
scene_00001,scan_00010,00001_00010_indoors_040_020,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_040_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_040_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_040_020_depth_mask.npy
scene_00001,scan_00010,00001_00010_indoors_070_020,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_070_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_070_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_070_020_depth_mask.npy
scene_00001,scan_00010,00001_00010_indoors_100_030,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_100_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_100_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_100_030_depth_mask.npy
scene_00001,scan_00010,00001_00010_indoors_100_030_G,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_100_030_G.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_100_030_depth_G.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_100_030_depth_mask_G.npy
scene_00001,scan_00010,00001_00010_indoors_110_040,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_110_040.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_110_040_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_110_040_depth_mask.npy
scene_00001,scan_00010,00001_00010_indoors_120_020,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_120_020.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_120_020_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_120_020_depth_mask.npy
scene_00001,scan_00010,00001_00010_indoors_130_030,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_130_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_130_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_130_030_depth_mask.npy
scene_00001,scan_00010,00001_00010_indoors_130_030_CG,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_130_030_CG.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_130_030_depth_CG.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_130_030_depth_mask_CG.npy
scene_00001,scan_00010,00001_00010_indoors_140_030,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_140_030.png,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_140_030_depth.npy,../Datasets/DIODE_FULL - Copia (2)/scene_00001/scan_00010/00001_00010_indoors_140_030_depth_mask.npy
